unitid,al01c01,al01c02,al01c04,al02c02,al02c01,al02c04,al04c01,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al07c02,al07c03,al07c04,al08c03,al08c04,al08c01,al04c02,al08c02,bl01,bl02,bl03,bl04,bl05,al01c03,al02c03,al07c01,al03c03,al03c04,al03c01,al03c02,al06c02,al06c03,al06c04,al06c01,genc01,genc02,genc03,genc04,varstrat,h_samp,smplwt,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c01","xl03c02","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
"121983","1","0","0","3","7","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","3","0","0","0","","","4","0","0","0","10","11","3","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"283591","2","","","1","","","","","","","","","","","","","","","4","","","","","1","","","","","","","","","","1","","1","","6","2","","1","29","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"285843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"263362","1","","","","1","1","","","","","","","","","","","","","4","","","","","1","","","","","","","","","","","","","","6","","","1","17","E","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"315458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122126","1","3","","2","4","13","1","1","1","","","","","","","","","1","","","","","","1","","","","6","","","","","","2","","","","6","7","7","15","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122144","2","2","","","","6","","","","","","","","","","","","","","","","","","1","1","","","12","","0","0","","","","","","","2","2","12","6","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122180","14","8","","80","137","76","18","2","2","13","12","7","18","","","","2","17","37","17","9","","","","","1","1","127","","","","","","64","","15","4","223","190","139","128","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122205","32","14","1","102","192","147","22","5","9","16","24","6","11","1","1","1","9","6","46","27","14","","","","","","1","180","12","17","13","","","103","9","41","5","325","285","228","229","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122223","7","","","8","12","6","","","","","","","","","","","","","8","4","7","","","1","","","","4","4","","","","","2","","3","","31","21","4","9","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122232","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122250","5","","","","9","6","3","6","","1","10","","","","","","","","10","2","4","1","1","","","","","7","","","2","","","2","","1","","28","18","13","9","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122269","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","1","0","0","0","","","1","0","0","0","2","5","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122287","4","3","0","7","17","6","4","0","1","2","4","0","0","0","0","0","1","1","5","8","3","","","","","","0","9","2","2","1","","","14","0","3","1","35","39","12","12","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122296","1","8","","16","1","10","2","0","0","0","5","3","1","","","","3","","3","1","","","","1","","","","0","","","","","","6","","6","0","7","36","6","17","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122302","20","9","0","40","104","16","40","4","10","16","20","2","5","0","0","0","4","4","36","49","22","","","","","","0","24","18","38","25","","","84","3","16","7","241","224","75","76","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122311","3","2","0","7","15","6","4","0","1","2","3","0","0","0","0","0","1","0","4","6","3","","","","","","0","8","1","1","1","","","12","0","2","1","30","33","10","10","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122339","11","1","","41","78","5","3","2","","11","6","","1","10","3","15","","4","70","2","7","","","","","1","1","2","7","206","112","","","65","","2","7","187","132","214","139","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"352127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122366","2","1","","","1","3","1","","","","","","","","","","1","","","","","","","","","1","","16","","","","","","1","","1","","4","2","17","4","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122375","8","3","1","69","136","4","3","","","10","11","","1","5","4","9","1","2","54","3","11","","","","","1","","11","13","253","183","","","79","","4","5","229","181","269","204","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122384","3","2","","5","29","63","","","","1","1","","","3","1","7","","","","2","","","","","","1","","135","2","","","","","25","","1","1","36","38","136","71","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122409","115","69","","301","886","399","134","26","29","141","176","71","84","1","","","4","3","157","144","35","","","","","1","","496","71","72","135","","","366","8","51","24","1528","1092","677","701","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"346573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122436","45","43","9","70","143","3","26","6","6","24","30","1","3","3","1","1","1","1","66","40","36","","","","","1","","13","30","","","","","149","2","23","21","355","371","24","46","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122454","3","2","","9","22","18","2","","1","7","2","2","","","","1","","","1","8","1","","","","1","1","","27","3","","","","","16","","2","2","40","38","29","22","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122472","0","0","0","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","1","0","0","0","4","4","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122481","0","0","0","6","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","4","0","0","0","","","2","0","0","0","7","8","4","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122506","2","8","8","38","20","","","","","","","","","","","","2","","2","","","","1","1","","","2","","","","","","","16","4","16","4","28","62","8","24","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122524","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","2","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122533","2","1","","","","4","","1","","","","","","","","","2","","","","","","","","","1","","19","","","","","","","","1","1","3","1","22","5","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122542","","1","1","","","","","","","","","","","","","","1","","","","","1","","1","1","","","","","","","","","1","","2","","","2","1","3","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"315643","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","1","","1","9","E","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122597","81","57","1","224","585","397","101","17","28","111","90","34","24","1","0","0","4","0","76","118","22","","","","","1","0","413","49","61","62","","","229","19","82","44","1047","741","548","594","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122603","6","9","1","6","18","","","","","","","","1","","","","4","6","9","","","","","","","1","","","","","","","","16","1","3","","33","31","5","11","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122612","70","30","","55","153","176","71","8","9","11","2","12","5","","1","","","","9","95","","","","","","1","","305","23","25","21","","","114","12","19","34","371","296","363","230","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122649","1","0","0","3","7","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","3","0","0","0","","","4","0","0","0","10","11","3","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122658","35","13","","65","132","2","12","","1","17","18","3","5","","","","","","58","8","19","","","","","1","","4","12","176","103","","","104","","6","10","276","227","183","117","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122676","2","1","","2","0","0","","","","","","","","","","","","","","","","","","","","1","","0","","","","","","","","","","2","3","0","0","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10
"122694","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122728","7","","","4","4","4","","","","","","","","","","","","2","1","","1","","","","","1","1","13","","","","","","2","","3","","12","7","14","9","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122746","22","10","1","72","135","103","15","3","6","11","17","4","8","0","1","1","6","4","32","19","10","","","","","","1","127","9","12","9","","","72","6","28","3","227","200","160","160","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122755","87","56","0","226","654","266","114","24","25","99","112","38","23","1","0","0","3","1","132","138","39","","","","","1","0","438","62","24","63","","","269","2","84","13","1161","841","529","462","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122764","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","1","1","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122791","12","8","","44","123","1","24","6","2","20","18","2","6","","","","","1","29","16","8","","","","","1","","14","6","157","95","","","60","","7","6","220","154","179","112","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122807","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","1","1","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"276607","0","2","0","4","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","1","6","0","0","29","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"316044","","2","","5","3","3","1","","","1","","","","","","","1","","","4","","","","1","","","","1","","","","","","2","","1","","5","13","2","4","18","E","3",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122861","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","2","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122889","24","14","","60","94","139","9","","","27","27","3","7","","","","1","1","34","12","3","","","1","","","","139","1","","","","","62","","17","5","194","178","143","164","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122898","2","2","0","6","13","5","3","0","1","1","2","0","0","0","0","0","0","0","3","5","2","","","","","","0","7","1","1","0","","","9","0","2","1","24","26","8","8","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"300171","1","1","0","5","2","1","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","3","6","0","1","21","E","5",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122913","5","4","","2","2","0","","","","9","64","","","","","","","","","","","","","","","1","","0","","","","","","8","","","1","17","78","0","0","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,
"122922","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"122931","36","28","1","77","242","64","49","5","10","12","2","","7","","","","","","65","74","24","","","","","1","1","126","9","","","","","153","1","19","11","424","358","133","101","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"122977","29","15","","61","112","2","13","13","16","27","13","25","23","","","","15","3","49","25","10","","","","","1","2","2","15","202","168","","","70","4","30","7","252","194","263","242","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"276388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"122995","1","1","0","4","8","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","7","0","0","0","","","3","0","1","0","10","9","7","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"282491","2","2","0","2","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","3","4","0","0","30","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"123013","38","21","","63","122","305","13","8","19","21","20","35","110","","","","1","","29","10","7","","","","","1","","318","9","","","","","84","1","15","8","240","205","363","449","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"123095","1","2","","2","6","16","3","1","1","","","","","","","","","","","2","","","","","","1","","6","","","","","","1","2","","","10","7","9","17","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"123129","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"123156","","","1","","","34","","","","","","","","","","","","","","","","","","","","1","1","9","","","","","","","","1","","","","10","36","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"123165","7","34","","28","29","18","","1","3","2","","3","4","","","","","","12","","9","","","","","1","","9","","","","","","17","","17","","50","88","13","42","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"123174","","","2","","","0","","","","","","","","","","","","","","","","1","","","","","","0","","","","","","","","","","","","0","2","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"123183","21","9","0","43","114","18","43","5","11","17","21","3","5","0","0","0","5","4","38","53","24","","","","","","0","23","19","41","27","","","90","3","17","7","259","240","80","82","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
