unitid,al01c01,al01c02,al01c04,al02c02,al02c01,al02c04,al04c01,al04c03,al04c04,al05c01,al05c02,al05c03,al05c04,al07c02,al07c03,al07c04,al08c03,al08c04,al08c01,al04c02,al08c02,bl01,bl02,bl03,bl04,bl05,al01c03,al02c03,al07c01,al03c03,al03c04,al03c01,al03c02,al06c02,al06c03,al06c04,al06c01,genc01,genc02,genc03,genc04,varstrat,h_samp,smplwt,"xl01c01","xl01c02","xl01c03","xl01c04","xl02c01","xl02c02","xl02c03","xl02c04","xl03c01","xl03c02","xl03c03","xl03c04","xl04c01","xl04c02","xl04c03","xl04c04","xl05c01","xl05c02","xl05c03","xl05c04","xl06c01","xl06c02","xl06c03","xl06c04","xl07c01","xl07c02","xl07c03","xl07c04","xl08c01","xl08c02","xl08c03","xl08c04","xgenc01","xgenc02","xgenc03","xgenc04"
"360768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"119881","2","1","","","","","","","","","","","","","","","","","","","","","","","","1","","2","","","","","","3","","","","2","4","2","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"340821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"119988","1","1","0","2","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","5","0","0","0","","","3","0","0","0","8","7","5","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120023","15","14","","17","6","211","1","2","2","16","12","","4","","","","","1","8","2","1","","","","","1","","121","8","","","","","58","","13","4","58","104","123","231","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120096","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","1","0","0","0","2","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120111","31","22","","4","61","","","","","","","","","","","","2","","21","","4","","","","","1","","","","","","","","30","","1","5","118","60","2","1","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120157","0","0","0","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","2","0","0","0","","","1","0","0","0","3","3","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120166","2","2","0","7","14","5","3","0","1","1","2","0","0","0","0","0","0","0","3","5","2","","","","","","0","7","1","1","0","","","10","0","2","1","25","28","8","8","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120175","1","1","0","5","9","4","2","0","0","1","1","0","0","0","0","0","0","0","2","3","1","","","","","","0","5","0","0","0","","","6","0","1","0","15","17","5","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120184","4","6","","40","23","1","8","1","1","1","1","","2","","","","3","1","3","19","","","1","1","","","","","4","","","","","23","","17","","43","89","4","22","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120218","0","0","0","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","1","0","0","0","3","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120236","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","3","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120254","13","17","","40","84","24","25","14","17","37","16","","3","","","","","","72","23","38","","","","","1","","25","25","","","","","83","","11","4","260","217","39","55","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120290","18","2","3","42","48","101","13","5","6","9","21","2","5","","","1","","","23","16","","","","","","1","1","128","9","","","","","41","","6","1","121","122","136","122","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"313054","12","19","4","8","8","4","","","","","","","","","","","","","","","","","","","","","2","2","","","","","","","","","","20","27","4","8","1","O","4",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120342","21","6","","90","181","185","12","1","5","32","29","2","24","1","","","11","30","43","16","10","","","","","1","","261","21","","","","","80","2","33","5","315","232","277","277","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"288675","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","1","0","0","0","0","0","","","1","0","0","0","1","6","0","0","17","O","11",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"120403","10","13","1","1","4","65","6","","","3","1","7","2","","","","","","4","3","","","","","","1","","75","1","","","","","17","","1","","28","35","82","69","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"361734","","3","","4","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","2","","","","1","9","","","29","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"120421","9","2","","17","32","64","6","3","4","5","10","","","","1","1","","2","17","8","9","","","","","1","","133","2","","","","","34","","2","2","73","80","137","73","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120430","3","2","0","7","13","6","3","0","1","1","3","0","0","0","0","0","0","0","4","5","2","","","","","","0","8","1","1","0","","","10","0","2","1","26","29","9","9","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120458","1","0","0","3","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","4","0","0","0","","","2","0","0","0","7","6","4","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"362241","4","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","4","0","0","1","27","E","5",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"358408","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"315953","0","4","0","4","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","8","0","0","27","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120537","3","1","","4","17","","2","","5","","1","","1","","","","13","4","17","6","7","1","","1","","","","","1","","","","","12","8","36","2","42","31","21","46","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"335818","10","15","10","6","5","0","","","","","","","","","","","","","","","","","","","","","0","10","","","","","","","","","","15","21","10","10","9","O","4",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"358967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"120591","1","1","0","4","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","2","0","0","0","","","1","0","0","0","5","7","2","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120607","","5","","6","4","2","2","","1","","","","","","","","","","","4","","","","","","1","","9","","2","","","","5","","","","6","20","11","3","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"296483","6","2","","4","13","2","6","0","0","4","4","0","0","0","2","0","0","0","1","5","0","","","1","","","","6","1","0","0","","","11","0","2","1","32","26","8","4","12","O","3",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,10,10
"120652","1","1","0","4","9","4","1","0","0","1","1","0","0","0","0","0","0","0","2","3","1","","","","","","0","4","0","0","0","","","5","0","1","0","14","15","4","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120689","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","2","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120698","4","3","","2","4","3","0","0","0","0","0","1","1","","","","1","","","0","","","","1","","","1","16","","0","0","","","5","1","2","1","9","10","20","6","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"120713","1","1","0","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","5","0","0","0","","","3","0","0","0","7","7","5","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120740","1","1","","1","11","","1","","","","","","1","","","","","1","2","2","1","","","","","1","","","","1","1","","","7","","","","15","12","1","3","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120759","1","1","0","5","9","4","2","0","0","1","1","0","0","0","0","0","0","0","2","3","1","","","","","","0","5","0","0","0","","","5","0","1","0","15","16","5","5","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120768","4","20","","13","","","3","","","","5","1","9","","","","1","","1","2","","","","","","1","","","","","","","","13","","6","","8","53","2","15","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120777","0","0","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","2","0","0","0","","","1","0","0","0","4","5","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120795","5","4","1","4","9","","","","","","1","","1","","","","1","1","1","2","1","","","","","1","","","2","","","","","13","","2","","17","25","1","5","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"321659","","","1","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","","","","1","1","30","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"120810","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","1","0","0","0","","","0","0","0","0","2","2","1","1","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"354390","2","1","","","4","","","","","","","","","","","","","","10","","","","","","","1","","","","","","","","3","","","","16","4","","","20","E","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"120838","1","1","0","4","9","3","1","0","0","0","1","0","0","0","0","0","0","0","2","2","1","","","","","","0","4","0","0","0","","","5","0","1","0","13","14","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120865","20","5","","37","68","15","18","2","4","4","3","","","1","2","2","5","8","30","13","20","","","","","1","1","26","33","","","","","47","","18","3","176","126","36","47","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120874","25","17","1","26","62","40","17","2","3","3","3","1","1","0","0","0","5","0","10","22","1","","","","","","1","65","9","8","2","","","54","6","14","8","134","123","88","61","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120883","75","61","3","102","265","69","91","16","32","48","74","8","15","1","1","0","21","20","102","147","67","","","","","","3","112","39","40","22","","","268","14","59","28","648","720","215","220","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120892","1","0","0","7","7","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","","0","5","0","0","0","","","3","0","0","0","9","10","5","6","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"335757","1","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","2","0","0","0","28","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120944","7","5","0","12","28","9","8","1","3","4","7","0","1","0","0","0","2","1","9","13","6","","","","","","0","13","3","3","2","","","25","1","5","2","61","68","20","21","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"120953","3","2","","4","5","16","1","","","","5","","","","","","1","1","1","1","1","","","","","1","","24","","","","","","7","1","","","10","20","26","17","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"120971","24","11","1","65","137","160","13","1","2","21","17","2","9","","","","1","1","25","20","14","","","","","1","","202","10","","","","","128","","21","14","244","255","206","194","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121044","51","23","2","162","304","232","35","9","15","26","39","9","18","1","2","2","15","10","74","44","23","","","","","","2","284","20","28","21","","","164","15","65","8","518","456","364","365","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121053","2","1","0","6","12","5","2","0","1","1","2","0","0","0","0","0","0","0","3","4","2","","","","","","0","6","1","1","0","","","8","0","1","0","21","23","7","7","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"270788","0","2","","0","0","6","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","0","2","4","6","28","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121071","","1","","2","","8","","","1","","","2","","","","","","1","","","","","","","","1","1","4","","","","","","","","3","","","3","7","13","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,
"121105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121114","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","1","1","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121123","1","1","0","2","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","5","0","0","0","","","3","0","0","0","7","7","5","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121141","0","0","0","5","6","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","","","","","","0","2","0","0","0","","","2","0","0","0","7","8","2","2","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121150","35","7","","47","199","","106","7","5","35","20","","2","","","","5","","85","90","20","","","1","1","","","","44","139","70","","","207","12","27","50","554","391","163","104","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121257","8","15","","18","43","4","1","2","3","2","","","2","","","","2","1","9","8","6","","","","","1","","5","1","","2","","","16","","11","1","65","63","9","23","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"271301","1","2","0","3","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","1","5","0","0","30","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121309","21","3","","28","57","30","18","","1","2","1","","","","","","","","17","20","14","","","","","1","1","41","10","","","","","57","","3","","125","123","42","34","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"272517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"121345","27","41","3","44","115","17","9","4","7","16","7","2","1","","","","","","40","7","23","","","","","1","","35","","","","","","56","","22","","207","178","41","50","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121363","4","1","","12","30","35","3","","3","4","6","3","2","","","","1","6","7","7","","","","","","1","","50","2","","","","","10","","17","","50","36","54","63","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"298179","3","2","","","9","","1","","","1","","","","1","","","","","1","","","","","","","1","","","1","","","","","1","","1","","16","4","","1","7","E","3",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10
"121390","1","1","0","4","9","3","1","0","0","0","1","0","0","0","0","0","0","0","1","2","1","","","","","","0","4","0","0","0","","","4","0","1","0","12","13","4","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121415","1","1","0","1","1","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","2","2","0","0","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"354804","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","0","0","0","30","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121451","1","1","0","2","6","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","0","5","0","0","0","","","3","0","0","0","8","7","5","4","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121460","1","2","","","","5","","1","","","","1","","","","","1","","","1","","","","","","","1","13","","5","3","","","1","","","","1","4","22","8","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121503","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"327037","0","1","0","1","2","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","2","2","0","0","9","O","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"286208","1","0","0","2","3","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","4","2","0","0","27","O","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121576","","1","1","6","","11","","","","","","","","","","1","","","","","","","","","","1","","4","","","","","","","","2","","","7","4","15","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"121600","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","3","","0","","","","","","","","","","4","","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"121619","43","19","2","137","258","197","30","7","12","22","33","8","15","1","2","2","13","8","62","37","20","","","","","","2","239","17","24","18","","","139","13","55","7","439","386","308","309","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121628","","1","","","","3","","","","","","","","","","","","","","","","","","","","","1","47","","","","","","","","1","1","1","1","48","4","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"274902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","E","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"121691","41","43","1","36","80","","","240","115","2","","1","","4","","","1","","21","","","","","","","1","1","","17","","","","","113","","3","","161","196","243","119","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121707","13","3","","23","57","113","11","","","20","17","14","29","","","","4","1","23","9","5","","","","","1","","113","11","","","","","49","","12","2","137","106","131","155","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121716","0","0","0","5","6","3","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","","","","","","0","3","0","0","0","","","3","0","0","0","8","9","3","3","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"121789","3","2","0","8","16","6","4","0","1","2","3","0","0","0","0","0","1","1","4","6","3","","","","","","0","8","1","1","1","","","12","0","2","1","31","34","10","11","","","1",23,23,23,23,23,23,23,23,10,10,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
"333131","0","2","0","2","0","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","0","4","0","0","12","E","6",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"303231","3","7","0","58","12","10","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","15","65","0","10","28","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121886","19","9","","61","92","67","12","2","7","10","24","6","9","","","","3","","27","11","3","","","","","1","1","153","14","","","","","83","","16","2","176","191","165","99","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"121901","32","16","1","50","96","2","11","1","","11","6","","5","1","","","4","6","43","10","5","","","","","1","","","10","290","170","","","81","","9","6","209","169","295","193","","","1",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"267896","1","1","0","0","2","0","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","3","1","0","0","27","E","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"296155","0","0","2","0","0","1","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","0","0","1","3","28","O","7",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,
"322795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","O","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
