unitid,cnftmen,cnftwom,cnptmen,cnptwom,ftmen1,ftmen2,ftmen4,ftmen5,ftmen6,ftmen7,ftmen8,ftmen9,ftwom1,ftwom2,ftwom4,ftwom5,ftwom6,ftwom7,ftwom8,ftwom9,icnftmen,icnftwom,icnptmen,icnptwom,iftmen1,iftmen2,iftmen4,iftmen5,iftmen6,iftmen7,iftmen8,iftmen9,iftwom1,iftwom2,iftwom4,iftwom5,iftwom6,iftwom7,iftwom8,iftwom9,iptmen1,iptmen2,iptmen3,iptmen4,iptmen5,iptmen6,iptmen7,iptmen8,iptmen9,iptwom1,iptwom2,iptwom3,iptwom4,iptwom5,iptwom6,iptwom7,iptwom8,iptwom9,ptmen1,ptmen2,ptmen3,ptmen4,ptmen5,ptmen6,ptmen7,ptmen8,ptmen9,ptwom1,ptwom2,ptwom3,ptwom4,ptwom5,ptwom6,ptwom7,ptwom8,ptwom9
"199306","","","","","7","30","8","1","1","0","8","55","0","16","8","1","15","0","0","40","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","15","0","8","0","0","0","8","31","0","6","0","9","11","2","0","1","29"
"199315","","","","","4","14","3","3","1","2","2","29","0","2","4","3","6","1","0","16","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"199324","","","","","5","27","10","2","0","2","5","51","2","21","15","8","25","0","2","73","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","12","0","0","0","2","0","10","24","0","39","0","3","7","6","0","0","55"
"199333","","","","","5","50","15","8","1","1","18","98","2","62","21","10","38","0","5","138","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","87","0","0","0","1","1","1","90","0","142","0","1","5","2","0","1","151"
"199351","0","0","0","0","0","1","1","0","","","","2","3","19","2","3","","","","27","Z","Z","Z","Z","R","R","R","R","","","","Z","R","R","R","R","","","","Z","Z","Z","","Z","R","","","","Z","Z","R","","Z","R","","","","Z","0","0","","0","0","","","","0","0","12","","0","2","","","","14"
"199412","","","","","11","35","4","6","1","5","0","62","17","32","26","3","36","1","1","116","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","15","0","3","0","0","0","0","19","0","35","0","2","3","2","0","0","42"
"199421","","","","","6","28","11","4","0","0","12","61","1","20","14","8","25","0","6","74","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","196","0","1","0","0","0","1","198","0","116","0","1","8","0","0","4","129"
"199449","","","","","8","23","7","1","0","0","10","49","4","17","19","7","16","0","2","65","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","41","0","2","0","2","0","1","46","0","81","0","2","5","4","0","0","92"
"199458","","","","","6","7","0","0","0","1","1","15","3","3","1","0","6","0","1","14","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","1","0","0","3","0","0","2","6"
"199467","","","","","4","8","9","3","0","0","5","29","3","19","11","8","13","0","3","57","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","27","0","1","0","0","0","0","28","0","50","0","0","2","3","0","0","55"
"199476","","","","","7","24","12","1","0","0","17","61","0","39","12","14","19","0","4","88","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","32","0","0","0","0","0","1","33","0","32","0","0","3","4","0","0","39"
"199485","","","","","8","28","8","2","0","0","11","57","1","24","10","14","17","1","2","69","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","54","0","1","1","2","0","2","60","0","96","0","1","7","3","0","8","115"
"199494","","","","","9","31","9","3","0","0","5","57","2","32","14","13","23","0","0","84","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","3","105","0","1","2","9","0","37","157","0","133","0","7","19","19","0","6","184"
"199546","","","","","0","2","4","0","0","0","0","6","5","6","9","0","3","0","0","23","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","2","0","0","0","0","5","0","5","0","1","1","0","0","0","7"
"199582","","","","","18","57","23","18","4","0","52","172","13","39","23","3","61","0","65","204","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","15","0","0","0","0","0","0","15","0","8","0","0","0","0","0","0","8"
"199591","","","","","4","10","0","0","4","0","10","28","11","20","2","0","34","0","4","71","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","1","0","0","0","5","8","0","5","0","6","1","0","0","4","16"
"199607","","","","","7","29","1","1","0","11","14","63","11","18","21","1","22","1","21","95","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","11","0","0","1","0","0","2","14","0","14","0","1","5","0","0","7","27"
"199616","0","1","0","1","1","2","0","0","","","","3","1","2","1","0","","","","5","I","I","I","I","I","I","I","I","","","","C","I","I","I","I","","","","C","I","I","","I","I","","","","C","I","I","","I","I","","","","C","0","2","","0","0","","","","2","0","3","","0","0","","","","4"
"199625","","","","","5","16","8","1","0","0","6","36","1","27","10","8","19","0","3","68","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","39","0","0","1","1","0","0","41","0","54","0","3","2","3","0","1","63"
"199634","","","","","9","63","5","4","0","4","19","104","6","51","16","14","27","0","4","118","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","40","0","0","0","5","0","0","45","0","50","0","1","2","3","1","1","58"
"199643","","","","","15","61","6","5","2","3","22","114","13","23","14","6","29","0","10","95","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","1","3","0","0","10","16","0","3","0","0","3","0","0","1","7"
"198491","","","","","8","17","10","2","0","0","5","42","2","49","8","2","20","0","2","83","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","46","0","0","0","0","0","0","46","0","74","0","1","5","1","0","0","81"
"212133","","","","","23","32","12","1","1","7","7","83","11","11","16","1","32","0","1","72","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","2","0","1","0","10","15","0","1","0","3","3","2","0","0","9"
"212160","","","","","39","276","38","10","2","29","29","423","20","140","29","14","122","0","50","375","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","2","5","0","4","0","0","0","0","11","0","11","0","6","0","1","0","8","26"
"212179","","","","","2","2","0","0","0","0","1","5","3","5","2","0","2","0","1","13","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","1","6","0","0","0","0","0","1","8","1","6","0","1","0","1","0","1","10"
"212188","","","","","1","2","0","0","0","0","1","4","2","3","1","0","1","0","0","7","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","0","4","0","0","0","0","0","0","4","0","4","0","1","0","1","0","0","6"
"212197","","","","","29","83","8","1","1","7","44","173","18","27","14","4","47","0","39","149","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","26","0","5","0","0","0","14","45","1","32","0","10","20","4","0","9","76"
"212212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212407","0","0","0","0","0","0","0","0","","","","0","2","11","5","0","","","","18","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","R","R","Z","","","","Z","Z","R","","R","Z","","","","Z","R","R","","R","Z","","","","Z","0","1","","1","0","","","","2","1","10","","4","0","","","","15"
"212425","","","","","2","3","0","0","0","0","2","7","4","8","5","0","2","0","0","19","","","","","R","R","Z","Z","Z","Z","R","Z","R","R","R","Z","R","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","R","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","0","4","0","0","0","0","0","1","5","0","9","0","0","0","0","0","0","9"
"212434","","","","","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","2","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"212443","","","","","5","5","1","0","0","0","0","11","0","1","0","0","3","0","0","4","","","","","R","R","R","Z","Z","Z","Z","Z","Z","R","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","R","Z","Z","Z","Z","R","Z","R","Z","0","0","0","0","0","0","0","1","1","1","0","0","0","0","2","0","4","7"
"212452","","","","","1","2","0","0","0","0","0","3","0","0","0","0","0","0","1","1","","","","","I","X","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","Z","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212461","0","0","0","0","0","0","0","0","","","","0","0","0","0","1","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","Z","Z","Z","R","","","","Z","Z","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","15","","0","0","","","","15","1","12","","0","0","","","","13"
"212498","0","0","1","0","1","3","0","0","","","","4","0","0","1","0","","","","1","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","0","","0","0","","","","1","0","0","","0","0","","","","0"
"212568","0","9","0","0","0","1","0","0","","","","1","2","17","6","3","","","","37","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","A","I","I","","I","I","","","","Z","I","I","","I","I","","","","A","0","0","","0","0","","","","0","0","4","","0","0","","","","4"
"212577","","","","","27","109","29","12","5","14","33","229","26","50","39","7","94","0","10","226","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","9","0","10","1","1","2","3","26","1","11","0","20","10","1","1","1","45"
"212586","0","0","0","0","1","0","0","0","","","","1","0","1","0","0","","","","1","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","Z","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"212595","1","3","0","1","1","2","1","0","","","","5","3","13","2","1","","","","22","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","4","","0","1","","","","5","0","8","","1","0","","","","10"
"212629","3","0","0","0","3","12","0","1","","","","19","1","0","8","0","","","","9","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","1","","0","0","","","","1","0","0","","0","0","","","","0"
"212638","0","12","0","0","3","11","2","0","","","","16","2","36","4","0","","","","54","Z","R","Z","Z","R","R","R","Z","","","","R","R","R","R","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","2","","0","0","","","","2","0","3","","0","0","","","","3"
"212656","","","","","16","43","11","8","0","9","10","97","8","12","17","11","37","0","30","115","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","0","0","0","0","0","0","7","7","0","0","0","1","0","24","0","0","25"
"212665","0","0","0","0","1","0","0","0","","","","1","0","0","0","0","","","","0","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","Z","Z","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","1","","0","0","","","","1","1","3","","0","0","","","","4"
"212674","","","","","39","109","32","11","1","13","36","241","18","58","18","30","90","2","25","241","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","2","21","16","6","3","0","17","0","65","1","36","5","17","3","2","1","0","65"
"212708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212753","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212771","","","","","3","5","1","0","0","0","2","11","4","3","2","1","15","0","0","25","","","","","R","R","R","Z","Z","Z","R","Z","R","R","R","R","R","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","R","Z","0","16","0","0","0","0","0","0","16","0","34","0","0","0","0","0","1","35"
"212805","","","","","14","82","7","5","0","10","23","141","4","20","13","10","28","0","82","157","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","6","0","1","0","0","0","0","7","0","4","0","1","1","6","0","0","12"
"212832","","","","","3","20","11","0","1","0","10","45","3","75","35","4","29","0","7","153","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","2","2","5","2","11","0","0","0","0","13","4","10","1","28"
"212841","","","","","73","288","316","117","101","86","252","1233","74","129","943","281","701","3","173","2304","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","12","0","14","7","13","0","30","76","3","10","0","90","33","28","0","27","191"
"212869","","","","","7","9","2","0","0","0","18","36","30","27","18","0","17","0","7","99","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","26","0","6","0","0","0","0","32","1","61","0","9","15","0","0","0","86"
"212878","","","","","23","101","10","11","3","7","17","172","17","71","14","35","81","1","17","236","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","97","0","2","0","0","0","0","0","99","101","0","1","16","4","0","0","0","122"
"212902","1","0","1","0","1","2","1","0","","","","5","1","1","0","0","","","","2","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","A","I","I","","I","I","","","","A","I","I","","I","I","","","","Z","0","4","","0","0","","","","5","0","0","","0","0","","","","0"
"211422","0","0","0","0","0","1","0","0","","","","1","0","1","0","0","","","","1","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","A","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"211431","","","","","3","14","4","1","0","0","11","33","19","32","22","0","27","0","6","106","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","28","0","0","0","0","0","0","28","0","68","0","5","0","0","0","0","73"
"211440","","","","","185","638","490","108","60","63","107","1651","260","186","185","52","456","1","51","1191","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","5","106","85","21","13","26","2","44","302","7","60","55","32","68","41","0","93","356"
"211468","","","","","6","28","0","0","0","5","5","44","32","28","4","0","28","0","1","93","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","4","0","1","0","0","6","0","11","1","4","0","3","0","0","1","0","9"
"211477","","","","","4","7","5","2","0","1","2","21","4","20","4","2","6","0","0","36","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","10","0","1","0","0","0","2","13","0","15","0","0","0","0","0","0","15"
"211486","","","","","29","8","12","7","18","42","2","118","18","13","28","1","151","18","0","229","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","3","0","3","7","0","0","1","14","2","16","0","8","89","0","11","0","126"
"211556","","","","","3","25","2","1","1","14","23","69","16","21","24","2","22","0","9","94","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","8","0","0","0","0","0","10","18","0","15","0","14","1","0","0","2","32"
"211574","0","0","0","0","0","0","0","0","","","","0","2","13","0","2","","","","17","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","R","Z","R","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","R","Z","","","","Z","0","0","","0","0","","","","0","0","4","","2","0","","","","6"
"211583","","","","","0","12","1","0","0","0","9","22","6","21","14","0","12","0","2","55","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","26","0","0","0","0","0","1","27","0","36","0","2","6","0","0","0","44"
"211608","","","","","0","64","0","5","3","0","0","72","0","43","0","6","45","0","0","94","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","0","0","21","1","0","1","16","40","0","2","0","5","6","1","0","0","14"
"211617","","","","","2","17","2","0","0","0","3","24","0","2","4","0","2","0","0","8","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","6","0","0","0","0","0","0","6","0","1","0","0","3","0","0","0","4"
"211626","1","1","1","0","1","5","0","0","","","","7","0","3","0","0","","","","4","R","R","R","Z","R","R","Z","Z","","","","R","Z","R","Z","Z","","","","R","Z","R","","Z","Z","","","","R","Z","R","","Z","Z","","","","R","0","1","","0","0","","","","2","0","1","","0","0","","","","1"
"211635","0","3","0","0","0","1","0","0","","","","1","3","9","2","2","","","","19","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","A","I","I","","I","I","","","","Z","I","I","","I","I","","","","A","0","0","","0","0","","","","0","0","3","","0","0","","","","3"
"211644","","","","","40","226","31","8","11","52","41","409","19","111","27","26","110","0","26","319","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","1","0","8","2","0","0","4","16","2","3","0","15","8","0","0","2","30"
"211662","","","","","46","260","93","47","16","58","99","619","22","89","113","50","149","1","50","474","","","","","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","I","1","56","76","4","1","1","0","3","142","1","41","59","13","4","13","0","3","134"
"211671","","","","","0","0","0","0","0","0","0","0","3","3","0","0","1","0","0","7","","","","","Z","Z","Z","Z","Z","Z","Z","Z","R","R","Z","Z","R","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","0","1","0","0","0","0","0","0","1","0","6","0","0","0","0","0","0","6"
"211680","1","0","1","0","1","3","1","0","","","","6","0","0","0","0","","","","0","I","I","I","I","I","I","I","I","","","","A","I","I","I","I","","","","Z","I","I","","I","I","","","","A","I","I","","I","I","","","","A","0","4","","0","0","","","","5","0","3","","0","0","","","","3"
"211714","0","0","0","0","0","0","0","0","","","","0","1","1","0","0","","","","2","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","3","","0","0","","","","3"
"211723","0","0","0","0","0","1","0","0","","","","1","1","1","0","0","","","","2","Z","Z","Z","Z","Z","R","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"211802","0","1","0","0","0","1","0","0","","","","1","1","5","1","0","","","","8","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","2","","0","0","","","","2","0","3","","0","0","","","","3"
"211820","0","1","0","1","0","1","1","0","","","","2","2","3","1","0","","","","7","Z","R","Z","R","Z","R","R","Z","","","","R","R","R","R","Z","","","","R","R","Z","","R","Z","","","","R","Z","R","","R","Z","","","","R","1","0","","1","0","","","","2","0","2","","1","0","","","","4"
"211857","0","2","2","1","1","2","3","0","","","","6","1","3","6","0","","","","12","R","R","R","R","R","R","R","R","","","","R","R","R","R","R","","","","R","R","R","","R","R","","","","R","R","R","","R","R","","","","R","0","2","","0","0","","","","4","0","7","","1","0","","","","9"
"211875","0","0","0","0","0","0","0","0","","","","0","0","2","0","0","","","","2","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","Z","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"211893","","","","","14","0","0","0","0","0","6","20","15","0","0","0","1","0","2","18","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","47","0","0","0","0","0","0","47","0","28","0","0","1","0","2","0","31"
"211909","","","","","1","6","1","0","0","0","3","11","0","0","1","0","1","0","0","2","","","","","R","R","R","Z","R","Z","R","Z","R","R","R","Z","R","Z","R","Z","R","R","Z","R","Z","R","Z","R","Z","R","R","Z","R","Z","R","Z","R","Z","1","5","0","0","0","0","0","1","7","0","0","0","0","0","3","0","1","4"
"211927","","","","","30","69","3","18","1","7","27","155","40","54","1","22","65","0","0","182","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","221","0","0","1","9","0","12","243","0","319","0","0","41","37","0","2","399"
"211981","","","","","11","52","9","3","1","7","19","102","9","13","13","0","40","0","13","88","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","40","5","4","1","12","0","12","74","2","12","0","5","10","2","0","3","34"
"212009","","","","","29","107","32","25","0","21","59","273","19","46","31","27","89","0","56","268","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","11","0","0","0","1","1","9","22","0","21","0","3","14","6","0","23","67"
"212018","","","","","7","14","1","1","0","0","5","28","2","6","15","1","21","0","7","52","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","3","0","0","0","0","0","0","4","0","1","0","1","3","0","0","0","5"
"212036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212045","0","0","0","0","1","0","0","0","","","","1","0","5","2","0","","","","7","Z","Z","Z","Z","R","Z","Z","Z","","","","R","Z","R","R","Z","","","","R","Z","R","","Z","Z","","","","R","R","Z","","R","Z","","","","R","0","1","","0","0","","","","1","1","0","","1","0","","","","2"
"212054","","","","","119","354","156","47","70","77","66","889","147","91","73","14","204","0","38","567","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","11","4","5","16","16","5","0","0","57","3","0","5","12","19","2","0","0","41"
"212063","","","","","2","1","4","1","0","0","0","8","1","0","1","3","6","0","0","11","","","","","R","R","R","R","Z","Z","Z","Z","R","Z","R","R","R","Z","Z","Z","Z","R","Z","Z","R","Z","Z","Z","Z","Z","R","Z","Z","R","R","Z","Z","Z","0","1","0","0","1","0","0","0","2","0","1","0","0","1","1","0","0","3"
"212072","","","","","1","4","1","0","0","0","0","6","2","8","2","0","4","0","4","20","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"212090","1","1","0","0","5","8","6","0","","","","20","3","13","16","1","","","","34","R","R","Z","Z","R","R","R","Z","","","","R","R","R","R","R","","","","R","Z","R","","Z","Z","","","","R","Z","R","","R","Z","","","","R","0","9","","0","0","","","","9","0","9","","8","0","","","","17"
"212106","","","","","59","228","66","19","28","52","69","521","31","94","94","7","214","0","41","481","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","206","114","3","18","5","0","1","347","0","125","94","0","26","0","0","1","246"
"212115","","","","","36","166","23","13","6","31","51","326","11","88","16","25","71","0","43","254","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","12","0","16","1","2","0","4","36","1","11","0","11","4","1","0","4","32"
