unitid,cnftmen,cnftwom,cnptmen,cnptwom,ftmen1,ftmen2,ftmen4,ftmen5,ftmen6,ftmen7,ftmen8,ftmen9,ftwom1,ftwom2,ftwom4,ftwom5,ftwom6,ftwom7,ftwom8,ftwom9,icnftmen,icnftwom,icnptmen,icnptwom,iftmen1,iftmen2,iftmen4,iftmen5,iftmen6,iftmen7,iftmen8,iftmen9,iftwom1,iftwom2,iftwom4,iftwom5,iftwom6,iftwom7,iftwom8,iftwom9,iptmen1,iptmen2,iptmen3,iptmen4,iptmen5,iptmen6,iptmen7,iptmen8,iptmen9,iptwom1,iptwom2,iptwom3,iptwom4,iptwom5,iptwom6,iptwom7,iptwom8,iptwom9,ptmen1,ptmen2,ptmen3,ptmen4,ptmen5,ptmen6,ptmen7,ptmen8,ptmen9,ptwom1,ptwom2,ptwom3,ptwom4,ptwom5,ptwom6,ptwom7,ptwom8,ptwom9
"151500","","","","","4","31","13","0","0","0","0","48","1","4","13","0","8","0","0","26","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","4","0","0","0","0","0","2","6","0","0","0","0","0","3","0","1","4"
"151519","","","","","4","31","12","0","0","0","1","48","3","3","12","0","10","0","0","28","","","","","R","R","R","Z","Z","Z","R","Z","R","R","R","Z","R","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","R","Z","Z","R","Z","Z","Z","R","Z","Z","Z","0","4","0","0","0","0","0","1","5","0","2","0","0","0","1","0","0","3"
"151537","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","","","","0","P","P","P","P","P","P","P","P","","","","P","P","P","P","P","","","","P","P","P","","P","P","","","","P","P","P","","P","P","","","","P","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"151616","","","","","3","0","0","0","0","0","0","3","9","5","0","0","1","1","0","16","","","","","R","R","Z","Z","R","R","Z","Z","R","R","Z","Z","R","R","Z","Z","R","R","Z","Z","Z","R","R","Z","Z","R","R","Z","Z","Z","R","R","Z","Z","0","4","0","0","0","0","1","0","5","0","9","0","0","0","1","1","0","11"
"151625","","","","","1","0","0","0","0","0","0","1","2","2","0","0","1","0","1","6","","","","","R","Z","Z","Z","Z","Z","Z","Z","R","R","Z","Z","R","Z","R","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","R","Z","Z","Z","0","3","0","0","0","0","0","0","3","0","6","0","0","0","1","0","0","7"
"151661","6","3","0","0","13","32","7","2","","","","60","6","8","5","1","","","","23","I","I","I","I","I","I","I","I","","","","R","I","I","I","I","","","","R","I","I","","I","I","","","","Z","I","I","","I","I","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"151759","","","","","1","1","0","1","0","0","0","3","8","29","6","3","9","0","0","55","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","4"
"151777","","","","","19","54","8","6","0","5","13","105","11","19","17","0","21","1","4","73","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","6","0","1","0","0","0","5","12","0","7","0","6","10","0","0","1","24"
"151786","","","","","4","37","15","7","2","7","14","86","2","44","24","0","24","0","7","101","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","27","0","1","0","9","0","2","39","0","29","0","3","9","1","0","2","44"
"151801","","","","","18","39","8","7","0","5","4","81","13","28","11","14","48","0","4","118","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","2","0","4","1","0","0","0","7","0","3","0","1","9","0","0","0","13"
"151810","","","","","4","12","2","3","0","0","3","24","8","7","17","0","5","2","0","39","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","7","0","0","0","0","0","0","7","0","10","0","0","0","0","0","0","10"
"151865","","","","","1","6","1","0","0","1","0","9","2","0","3","2","1","0","0","8","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2"
"151926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150215","","","","","4","13","4","0","0","3","3","27","2","6","6","0","17","0","0","31","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","1","0","1","0","1","1","0","4","2","0","0","8"
"150224","","","","","3","4","0","0","0","0","0","7","7","3","0","0","0","0","0","10","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","0","10","0","0","0","1","0","1","12","0","2","0","0","0","4","0","1","7"
"150251","0","0","0","1","1","0","0","0","","","","1","1","0","0","0","","","","1","Z","Z","Z","R","R","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","R","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","1","5","","0","0","","","","7"
"150288","","","","","1","27","7","0","1","4","15","55","0","0","3","0","29","3","9","44","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","7","0","0","0","0","0","0","7","0","0","0","0","11","0","0","0","11"
"150367","","","","","2","1","1","0","0","0","0","4","0","2","6","0","1","0","0","9","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","12","0","0","0","0","0","0","12","0","17","1","4","0","2","0","0","24"
"150376","","","","","3","0","0","0","0","0","1","4","5","2","0","0","2","0","0","9","","","","","R","Z","Z","Z","Z","Z","R","Z","R","R","Z","Z","R","Z","R","Z","Z","R","Z","Z","R","Z","Z","R","Z","Z","R","R","R","Z","R","Z","R","Z","0","6","0","0","1","0","0","0","7","0","27","1","2","0","1","0","0","31"
"150400","","","","","26","119","29","5","3","19","54","255","21","62","31","18","118","0","69","319","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","19","6","0","1","3","1","0","30","1","39","4","5","12","2","0","0","63"
"150455","","","","","12","51","33","8","0","22","31","157","9","29","47","4","85","0","23","197","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","7","6","9","33","0","0","3","58","0","5","4","7","81","1","0","10","108"
"150534","","","","","66","117","0","13","1","0","20","217","49","41","0","21","91","0","2","204","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","66","117","0","0","1","13","0","20","217","49","39","0","0","91","21","0","2","202"
"150561","","","","","4","15","8","10","0","0","4","41","2","8","7","7","15","3","2","44","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","20","0","0","0","5","1","0","26","0","11","0","1","5","5","0","0","22"
"150570","0","0","0","0","0","0","0","0","","","","0","0","0","0","0","","","","0","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","Z","Z","Z","Z","","","","Z","R","R","","R","Z","","","","Z","Z","R","","R","Z","","","","Z","3","9","","1","0","","","","13","0","4","","5","0","","","","9"
"150604","","","","","13","41","16","1","0","8","14","93","11","18","12","0","32","2","12","87","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","16","0","7","1","0","0","1","25","0","19","0","6","16","0","0","2","43"
"150640","3","4","0","0","2","7","1","1","","","","14","2","5","2","1","","","","14","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","12","","0","0","","","","12","0","10","","0","0","","","","10"
"150659","","","","","2","5","3","0","1","1","0","12","0","1","0","0","1","0","0","2","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","1","1","0","1","2","0","0","0","5","0","3","0","1","1","3","0","0","8"
"150668","","","","","6","48","25","3","1","8","11","102","1","24","15","2","43","0","7","92","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","14","0","8","1","0","1","1","25","0","7","1","6","4","1","0","1","20"
"150686","","","","","14","32","22","10","0","10","31","119","0","7","10","3","28","1","35","84","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","23","0","0","0","0","0","22","45","0","9","0","0","15","1","0","29","54"
"150756","","","","","22","66","4","1","0","3","32","128","13","19","3","0","26","0","14","75","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","6","0","4","0","0","0","0","10","0","2","0","2","2","2","0","2","10"
"150765","0","0","0","0","1","0","0","0","","","","1","2","1","0","0","","","","3","Z","Z","Z","Z","R","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","0","","0","0","","","","0"
"150774","","","","","7","12","1","0","0","0","2","22","1","5","0","0","4","0","0","10","","","","","R","R","R","Z","Z","Z","R","Z","R","R","Z","Z","R","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","R","Z","Z","R","Z","Z","Z","R","Z","Z","Z","0","8","0","0","0","0","0","1","9","0","4","0","0","0","1","0","0","5"
"150941","","","","","18","26","11","0","0","0","4","59","7","12","4","0","19","0","0","42","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","16","0","2","1","0","0","0","19","0","7","0","2","5","0","0","0","14"
"150969","0","0","0","0","1","2","0","0","","","","3","2","2","1","0","","","","5","I","I","I","I","I","I","I","I","","","","I","I","I","I","I","","","","I","I","I","","I","I","","","","I","I","I","","I","I","","","","I","0","10","","0","0","","","","10","1","7","","0","0","","","","8"
"150978","","","","","1","19","16","0","3","1","7","47","0","27","13","0","34","0","0","74","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","1","0","1","14","0","0","0","16","0","1","0","2","34","0","0","0","37"
"150987","","","","","21","0","28","3","2","0","0","54","5","0","20","6","34","0","1","66","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","4"
"150996","","","","","2","16","13","0","1","0","4","36","0","22","11","2","22","0","0","57","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","1","10","0","0","1","12","0","0","0","1","17","0","0","0","18"
"151005","","","","","2","22","9","2","5","0","5","45","0","15","12","5","27","0","0","59","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","17","1","0","0","18","0","0","0","0","8","0","0","0","8"
"151014","","","","","2","13","11","0","10","0","4","40","0","14","7","3","35","0","0","59","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","1","0","0","1","2","0","0","0","1","7","0","0","0","8"
"151023","","","","","0","14","6","0","1","0","6","27","2","19","10","2","23","0","1","57","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","10","0","0","0","10","0","0","0","0","5","0","0","0","5"
"151032","","","","","2","26","11","1","6","0","2","48","0","13","9","2","30","0","0","54","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","26","0","0","0","26","0","0","0","0","13","0","0","0","13"
"151041","","","","","0","16","14","3","2","0","6","41","0","12","8","6","19","0","5","50","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","11","0","0","0","11","0","1","0","0","14","0","0","0","15"
"151050","","","","","6","18","8","0","7","0","3","42","0","20","12","0","28","0","1","61","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","1","0","5","0","0","0","6","0","0","1","0","9","0","0","0","10"
"151069","","","","","1","22","8","1","4","0","9","45","0","26","9","2","27","0","0","64","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","5","0","0","0","5","0","0","0","0","7","0","0","1","8"
"151078","","","","","2","8","7","1","0","0","1","19","1","17","5","0","14","0","3","40","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","5","0","2","2","9","0","1","0","2","7","0","1","0","11"
"151087","","","","","9","49","11","8","1","0","10","88","6","35","29","8","29","0","3","110","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","69","0","0","56","0","0","26","151","0","52","0","0","55","0","0","24","131"
"151096","","","","","1","11","5","1","1","0","2","21","0","13","5","1","15","0","2","36","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","0","0","0","4","0","0","0","4","0","0","0","0","6","0","0","0","6"
"151102","","","","","51","186","41","22","0","15","47","362","11","107","63","7","120","4","35","347","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","6","255","11","17","2","0","0","3","294","0","256","11","10","28","4","0","17","326"
"151111","","","","","234","815","488","343","93","235","456","2664","92","325","1653","839","1559","53","393","4914","","","","","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","12","564","678","39","56","53","0","0","1402","15","451","453","423","132","223","1","2","1700"
"151120","","","","","3","2","0","0","0","0","0","5","1","0","0","0","0","0","1","2","","","","","R","R","Z","Z","Z","Z","Z","Z","R","Z","Z","Z","Z","Z","R","Z","Z","R","Z","Z","Z","Z","Z","Z","Z","R","R","Z","Z","Z","Z","Z","Z","Z","0","10","0","0","0","0","0","0","10","1","2","0","0","0","0","0","0","3"
"149000","0","1","0","0","0","0","0","0","","","","0","1","1","0","0","","","","3","Z","R","Z","Z","Z","Z","Z","Z","","","","Z","R","R","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","2","","0","0","","","","2"
"149019","","","","","3","5","1","0","0","0","3","12","4","6","4","0","4","0","1","19","","","","","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","R","0","12","0","0","1","1","0","1","15","0","10","0","0","2","0","0","0","12"
"149064","0","0","0","0","0","0","0","0","","","","0","1","0","0","0","","","","1","Z","Z","Z","Z","Z","Z","Z","Z","","","","Z","R","Z","Z","Z","","","","Z","Z","Z","","Z","Z","","","","Z","Z","R","","Z","Z","","","","Z","0","0","","0","0","","","","0","0","1","","0","0","","","","1"
